word,meaning,sentence,translation
execute,～を処刑する,The criminal was executed.,犯罪者は処刑された。
host,(大会など)を主催する,The city hosted the event.,その都市はイベントを主催した。
host,(a ― of)多くの,The speech raised a host of questions.,その演説は多くの疑問を生んだ。
host,主人，主催者，開催地，宿主,The host welcomed the guests.,主催者は客を歓迎した。
mount,～を据え付ける,They mounted the camera.,彼らはカメラを取り付けた。
mount,(馬，自転車)に乗る,He mounted his horse.,彼は馬に乗った。
mount,増加する,The pressure is mounting.,圧力が高まっている。
discharge,～を排出する,The factory discharges waste water.,工場は排水を排出する。
discharge,(職務，任地などから)～を解放する,He was discharged from duty.,彼は任務から解放された。
drain,～の水を抜く,Drain the pasta.,パスタの水を切りなさい。
drain,～の水分を切る,Drain the vegetables.,野菜の水分を切る。
drain,(液体が)流出する，乾く,The water drained away.,水が流れ出た。
soak,～を浸す,Soak the beans overnight.,豆を一晩浸す。
soak,(up)(日光，考えなど)を吸収する,She soaked up the sun.,彼女は日光を浴びた。
dip,～を（ちょっと）つける，浸す,Dip the bread in soup.,パンをスープにつけなさい。
dip,～を少し下げる,He dipped his head.,彼は頭を少し下げた。
suspend,～を吊るす,The lamp was suspended from the ceiling.,ランプは天井から吊るされていた。
suspend,～を中断する,They suspended the service.,彼らはサービスを中断した。
suspend,～を停職［停学］にする,He was suspended from school.,彼は停学になった。
extract,～を取り出す，抽出する,They extracted oil from plants.,彼らは植物から油を抽出した。
extract,抽出したもの，抜粋,I read an extract from the book.,私は本の抜粋を読んだ。
slap,～を平手打ちする,She slapped him.,彼女は彼を平手打ちした。
embrace,～を抱擁する,They embraced each other.,彼らは抱き合った。
embrace,(思想など)を受け入れる,He embraced the new idea.,彼は新しい考えを受け入れた。
embark,(on ～)(～に)着手する，乗り込む,They embarked on a new project.,彼らは新しい計画に着手した。
intervene,(in ～)( ～に)介入する,The government intervened in the dispute.,政府は紛争に介入した。
penetrate,～に入り込む,The light penetrated the room.,光が部屋に入り込んだ。
penetrate,～を貫通する,The bullet penetrated the wall.,弾丸は壁を貫通した。
penetrate,貫通する，入る,Water penetrated through the cracks.,水が割れ目から入り込んだ。
intrude,(on～)(～に)立ち入る,Sorry to intrude on your time.,お邪魔してすみません。
utilize,～を利用する,We utilize solar energy.,私たちは太陽エネルギーを利用する。
embed,(in...)(...に)～を埋め込む,The chip is embedded in the device.,そのチップは装置に埋め込まれている。
allocate,～を割り当てる,They allocated funds to the project.,彼らは計画に資金を割り当てた。
coordinate,(活動など)をうまく調整する,She coordinated the event.,彼女はイベントを調整した。
blink,まばたきする,He blinked his eyes.,彼は目をぱちぱちさせた。
spin,ぐるぐる回る,The wheel began to spin.,車輪が回り始めた。spin
spin,～を紡ぐ,She spins wool into yarn.,彼女は羊毛を糸に紡ぐ。
rotate,回転する,The Earth rotates around the sun.,地球は太陽の周りを回転する。
rotate,～を回転させる,Please rotate the handle slowly.,ハンドルをゆっくり回してください。
scramble,急いで動く,We scrambled to catch the train.,私たちは電車に乗るため急いで動いた。
vanish,消える,The magician made the coin vanish.,その手品師はコインを消した。
snap,ポキンと折れる,The branch snapped in the wind.,枝は風でポキンと折れた。
snap,～をポキンと折る、～をパチンと鳴らす,He snapped his fingers loudly.,彼は指を大きな音で鳴らした。
rattle,ガタガタ鳴る,The windows rattled during the storm.,嵐の間、窓がガタガタ鳴った。
rattle,～を鳴らす,The baby rattled the toy.,赤ちゃんはおもちゃを鳴らした。
rattle,ガラガラ,The baby played with a rattle.,赤ちゃんはガラガラで遊んだ。
cease,(to do )～しなくなる,The rain ceased to fall.,雨は降らなくなった。
haste,急ぐこと〈不可算〉,He left in haste.,彼は急いで去った。
conceal,～を隠す,She concealed the truth.,彼女は真実を隠した。
disguise,～を(偽装して)隠す,He disguised his voice.,彼は声を偽装した。
disguise,(oneself as ～)～に変装する,She disguised herself as a nurse.,彼女は看護師に変装した。
disguise,変装,The disguise was very realistic.,その変装はとても本物らしかった。
deceive,～をだます,He deceived his friends.,彼は友人をだました。
neglect,～を怠る，放置する,Do not neglect your duties.,義務を怠ってはいけない。
neglect,(子ども)の世話をしない,They neglected the child.,彼らはその子どもの世話をしなかった。
neglect,放置,The garden suffered from neglect.,庭は放置の影響を受けた。
evacuate,(しばしば受動態で)～を避難させる,The residents were evacuated safely.,住民は安全に避難させられた。
coincide,(with ～)(～と)同時に起きる,The events coincided with each other.,その出来事は同時に起こった。
coincide,(with ～)(～と)一致する,His opinion coincides with mine.,彼の意見は私のものと一致する。
prevail,(考え，習慣などが)普及している,New ideas prevailed among students.,新しい考えが学生の間で広まった。
prevail,(最後に人，考えが)優勢となる,Justice will prevail.,正義は勝つだろう。
sustain,(生命など)を維持する，支える,Plants need water to sustain life.,植物は生命を維持するため水が必要だ。
linger,(いつまでも)残る,The smell lingered in the room.,その匂いは部屋に残った。
linger,(on)長居する,He lingered on after the party.,彼はパーティー後も長居した。
revive,生き返る，よみがえる,The flowers revived after the rain.,花は雨の後よみがえった。
revive,～を生き返らせる,The medicine revived him.,薬が彼を回復させた。
resume,～を再開する,They resumed the meeting.,彼らは会議を再開した。
resume,再開する,The game will resume soon.,試合はすぐ再開する。
resume,〈米〉履歴書,I sent my resume to the company.,私は会社に履歴書を送った。
resume,概要，レジュメ,The report includes a resume of the project.,その報告書には計画の概要が含まれている。
outbreak,発生，勃発,There was an outbreak of disease.,病気の発生があった。
inspect,～を検査する,The engineer inspected the machine.,技術者は機械を検査した。
expedition,(研究・探求・戦争目的の)探検，遠征,They joined an expedition to the Arctic.,彼らは北極への探検に参加した。
expedition,探検隊,The expedition returned safely.,探検隊は無事戻った。
enroll,(in ～)(～に)入学する,She enrolled in a university.,彼女は大学に入学した。
enroll,(be ―ed)在籍している,He is enrolled at the school.,彼はその学校に在籍している。
discipline,(体罰などで)～を躾ける,Parents should discipline their children.,親は子どもをしつけるべきだ。
discipline,躾，規律,Discipline is important for success.,規律は成功に重要だ。
discipline,(学問)分野,History is an academic discipline.,歴史は学問分野である。
tuition,〈米〉授業料,The tuition is expensive.,授業料は高い。
tuition,(少人数での)授業,She received private tuition.,彼女は個人授業を受けた。
ethic,(―s)(社会や職業上の)倫理(観),Business ethics are important.,企業倫理は重要だ。
ethic,(伝統的に守られた)倫理,The society follows old ethics.,その社会は古い倫理を守っている。
psychology,心理学,She studies psychology at college.,彼女は大学で心理学を学ぶ。
psychology,心理,Human psychology is complex.,人間心理は複雑だ。
astronomy,天文学,Astronomy studies stars and planets.,天文学は星や惑星を研究する。
archaeologist,考古学者,The archaeologist found ancient tools.,考古学者は古代の道具を発見した。
thesis,論文 (theses),He wrote a thesis on history.,彼は歴史について論文を書いた。
thesis,(正式な議論などの)テーマ,The thesis of the argument was clear.,議論の主題は明確だった。
dormitory,寮,I live in a college dormitory.,私は大学の寮に住んでいる。
grasp,～を理解する,I couldn't grasp the meaning.,私は意味を理解できなかった。
grasp,～をつかむ,She grasped my hand.,彼女は私の手をつかんだ。
grasp,理解，つかむこと,He has a good grasp of science.,彼は科学をよく理解している。
anticipate,～を予想する,We anticipate future problems.,私たちは将来の問題を予想する。
anticipate,～を期待する,They anticipate success.,彼らは成功を期待している。
foresee,～を予知する,No one could foresee the accident.,誰もその事故を予知できなかった。
infer,(A from B)(B からA)を推測する,We inferred the answer from the clues.,手がかりから答えを推測した。
deduce,(A from B)(B からA)を推定する,Scientists deduced the cause.,科学者は原因を推定した。
deem,(Ｏ (to be)Ｃ)ＯをＣだと思う,The judge deemed him innocent.,裁判官は彼を無罪だと考えた。
ponder,～を熟考する,She pondered the question.,彼女はその質問を熟考した。
assure,～に保証する，確信させる,He assured me of his support.,彼は私に支援を保証した。
assess,～を評価する，査定する,We assessed the damage.,私たちは被害を評価した。
concede,(譲歩して)～を認める,He conceded his mistake.,彼は自分の間違いを認めた。
compromise,妥協する,They compromised to reach an agreement.,彼らは合意のため妥協した。
compromise,(主義など)を曲げる,He refused to compromise his values.,彼は価値観を曲げることを拒んだ。
compromise,妥協,The compromise satisfied both sides.,その妥協は双方を満足させた。
comprehend,～を(十分に)理解している,She comprehends the situation.,彼女は状況を十分理解している。
reconcile,(A with B)(A)を(B と)調和させる，和解させる,They reconciled their differences.,彼らは意見の違いを調整した。
reconcile,(oneself to ～)(～を)仕方なく受け入れる,He reconciled himself to the result.,彼は結果を受け入れた。
instill,(思想など)を(徐々に)教える，～を植え付ける,Parents instill values in children.,親は子どもに価値観を植え付ける。
alert,油断のない，用心深い,Stay alert while driving.,運転中は注意していなさい。
alert,(公的な)警告,The weather alert was issued.,気象警報が出された。
cognitive,認知の,Cognitive skills develop with practice.,認知能力は練習で発達する。
intuition,直感,She trusted her intuition.,彼女は直感を信じた。
vow,誓い,He made a vow to help others.,彼は他人を助ける誓いを立てた。
vow,～を誓う,They vowed to protect the city.,彼らは街を守ると誓った。
nightmare,悪夢,I had a nightmare last night.,昨夜悪夢を見た。
nightmare,悪夢のようなこと,The journey was a nightmare.,その旅は悪夢のようだった。
stereotype,固定観念,We should avoid stereotypes.,固定観念を避けるべきだ。
illusion,幻想,The idea was only an illusion.,その考えはただの幻想だった。
criterion,基準,Price is an important criterion.,価格は重要な基準だ。
ideology,イデオロギー，(政治・経済的)思想,The party has a clear ideology.,その政党には明確な思想がある。
tolerate,～を大目に見る，我慢する,I cannot tolerate the noise.,私はその騒音を我慢できない。
overlook,～を(うっかり)見落とす,He overlooked an important detail.,彼は重要な詳細を見落とした。
overlook,(人の欠点やミスなど)を見逃す，大目に見る,She overlooked his mistake.,彼女は彼のミスを大目に見た。
overlook,(場所が)～を見渡す,The hotel overlooks the sea.,そのホテルは海を見渡せる。
conceive,～を思い浮かべる,She conceived a new idea.,彼女は新しい考えを思いついた。
conceive,～を妊娠する,She conceived a child.,彼女は子どもを妊娠した。
conceive,(of ～)(～を)想像する,I cannot conceive of such a thing.,私はそんなことを想像できない。
misunderstand,(人，人の言うこと)を誤解している,Do not misunderstand me.,私を誤解しないで。
keen,(頭脳，感性などが)鋭い,He has a keen mind.,彼は鋭い頭脳を持つ。
keen,(be ― on ～)(～に)熱中して，好きで,She is keen on music.,彼女は音楽が大好きだ。
subjective,主観的な,The opinion is subjective.,その意見は主観的だ。
compulsory,義務的な,English is compulsory at this school.,この学校では英語は必修だ。
compulsory,規定の,Students wear compulsory uniforms.,学生は規定の制服を着る。
relieve,～を取り除く,This medicine relieves pain.,この薬は痛みを和らげる。
relieve,～を安心させる,The medicine relieved his pain.,その薬は彼の痛みを和らげた。
trim,～を刈り込む，切り取る,She trimmed the bushes in the garden.,彼女は庭の低木を刈り込んだ。
trim,こぎれいな,He looks trim and neat.,彼はこぎれいで整った外見をしている。
disposal,処分，廃棄,Proper disposal of waste is important.,廃棄物の適切な処分は重要だ。
disposal,(at one's ―)～を自由にする,The information is at your disposal.,その情報はあなたの自由に使える。
scent,(花，果物の良い)香り,The flower has a sweet scent.,その花は甘い香りがする。
scent,(動物が残したそれ自身の)臭い,The dog followed the scent of the fox.,犬はキツネの臭いを追った。
grain,穀物,Wheat is an important grain.,小麦は重要な穀物である。
grain,粒，少量,There was a grain of sand in my shoe.,靴の中に砂粒が入っていた。
wheat,小麦〈不可算〉,Wheat is used to make bread.,小麦はパンを作るために使われる。
deforestation,森林伐採,Deforestation causes environmental problems.,森林伐採は環境問題を引き起こす。
drought,干ばつ,The country suffered from a severe drought.,その国は深刻な干ばつに苦しんだ。
irrigation,灌漑,Irrigation is necessary in dry areas.,乾燥地域では灌漑が必要だ。
spectacle,(きわめて印象的な)光景,The sunset was a beautiful spectacle.,夕日は美しい光景だった。
spectacle,(大がかりな)見せ物,The festival was a spectacular spectacle.,その祭りは壮大な見せ物だった。
altitude,標高，高度,The plane reached a high altitude.,飛行機は高高度に達した。
catastrophe,大災害，災難,The earthquake was a terrible catastrophe.,その地震は恐ろしい大災害だった。
wilderness,荒野，野原,They explored the vast wilderness.,彼らは広大な荒野を探検した。
decay,腐敗,The decay of the building was serious.,建物の腐敗は深刻だった。
decay,腐敗する，衰える,The fruit began to decay.,果物は腐り始めた。
erosion,侵食,Soil erosion is a serious problem.,土壌侵食は深刻な問題だ。
flame,炎,The flame burned brightly.,炎は明るく燃えた。
galaxy,銀河,The Milky Way is a galaxy.,天の川は銀河である。
chill,寒気,I felt a chill in the air.,空気に寒気を感じた。
chill,～を冷やす,Please chill the drink before serving.,出す前に飲み物を冷やしてください。
thermal,熱の,The thermal energy was measured.,熱エネルギーが測定された。
fertile,肥沃な，肥えた,The soil is fertile enough to grow crops.,その土壌は作物を育てるのに十分肥沃だ。
fossil,化石化した,They found fossil remains.,彼らは化石化した遺物を発見した。
fossil,化石,This fossil is millions of years old.,この化石は数百万年前のものだ。
exploit,(自然の力など)を利用する,We should exploit renewable energy sources.,再生可能エネルギー源を利用すべきだ。
exploit,～を搾取する,Some companies exploit workers.,一部の企業は労働者を搾取する。
contaminate,～を汚染する,The river was contaminated by chemicals.,川は化学物質で汚染された。
erupt,(火山などが)噴火する,The volcano erupted suddenly.,火山は突然噴火した。
roar,ほえる,The lion roared loudly.,ライオンは大声でほえた。
roar,うなり声，怒号，轟音,We heard the roar of the waves.,波の轟音を聞いた。
inhabit,～に生息している，ある,Many animals inhabit this forest.,多くの動物がこの森に生息している。
nurture,～を育てる,Parents nurture their children.,親は子供を育てる。
nurture,養育，教育,Good nurture is important for children.,良い養育は子供に重要だ。
owl,フクロウ,An owl flew over the trees.,フクロウが木々の上を飛んだ。
instinct,本能,Animals act by instinct.,動物は本能で行動する。
prey,餌食,The lion caught its prey.,ライオンは獲物を捕まえた。
prey,(on ～)餌食にする,The tiger preys on small animals.,トラは小動物を餌食にする。
anatomy,解剖(学),She studies human anatomy.,彼女は人体解剖学を学んでいる。
anatomy,(解剖学的に見た動植物の)構造,The anatomy of birds is unique.,鳥類の構造は独特だ。
mammal,哺乳動物，哺乳類,Whales are large mammals.,クジラは大型の哺乳類だ。
predator,捕食動物，捕食者,Lions are powerful predators.,ライオンは強力な捕食者だ。
hybrid,交配種，雑種，ハイブリッド,This car is a hybrid model.,この車はハイブリッドモデルだ。
skull,頭蓋骨〈可算〉,The skull protects the brain.,頭蓋骨は脳を守る。
timber,(主に<英>)材木,The house was built with timber.,その家は材木で建てられた。
textile,織物,The museum displays ancient textiles.,博物館は古代の織物を展示している。
textile,織物の,The textile industry is growing.,織物産業は成長している。
fabric,布地，織物,This fabric is soft.,この布地は柔らかい。
fabric,組織，構造,The fabric of society is changing.,社会の構造は変化している。
mill,製造工場,The old mill was converted into a museum.,古い工場は博物館に改装された。
weave,～を織る,She learned to weave cloth.,彼女は布を織ることを学んだ。
weave,～を編む,She weaves baskets from bamboo.,彼女は竹でかごを編む。
competent,有能な,He is a competent engineer.,彼は有能な技術者だ。
optimistic,楽観的な,She is optimistic about the future.,彼女は未来について楽観的だ。
patriotic,(人，言動などが)愛国的な,He gave a patriotic speech.,彼は愛国的な演説をした。
noble,高潔な,He has a noble spirit.,彼は高潔な精神を持っている。
noble,貴族の,She was born into a noble family.,彼女は貴族の家に生まれた。
noble,貴族〈可算〉,The nobles lived in castles.,貴族たちは城に住んでいた。
naughty,いたずらな,The naughty boy broke the vase.,いたずらな少年は花瓶を壊した。
arrogant,傲慢な,His arrogant attitude annoyed people.,彼の傲慢な態度は人々を怒らせた。
vigorous,(人，活動が)精力的な,He remains vigorous at his age.,彼はその年齢でも精力的だ。
vigorous,活発な,The discussion became vigorous.,議論は活発になった。
humble,控えめな,She is humble despite her success.,彼女は成功しても控えめだ。
humble,卑しい，貧しい,He came from a humble background.,彼は貧しい家庭の出身だった。
eligible,資格のある,She is eligible for the scholarship.,彼女は奨学金の資格がある。
courtesy,礼儀正しさ,He treated guests with courtesy.,彼は客を礼儀正しく扱った。
resilient,回復の早い，回復力のある,Children are often resilient.,子供は回復力があることが多い。
inclined,(be ～ to do)～する傾向がある,He is inclined to worry too much.,彼は心配しすぎる傾向がある。
inclined,～したい気持ちだ,I am inclined to agree with you.,私はあなたに同意したい気持ちだ。
haunt,(亡霊，考えなどが)～につきまとう，出没する,The memory haunted him for years.,その記憶は何年も彼につきまとった。
haunt,好んで行く場所，たまり場,This cafe is his favorite haunt.,このカフェは彼のお気に入りの場所だ。
intent,(on ～)(～に)没頭した，決心した,She is intent on success.,彼女は成功に没頭している。
intent,意図,I understood his intent.,私は彼の意図を理解した。
indulge,(in ～)(～に)ふける,He indulges in expensive hobbies.,彼は高価な趣味にふける。
indulge,～を思いのままにさせる,Parents should not indulge children too much.,親は子供を甘やかしすぎるべきではない。
flaw,傷，欠点,Everyone has flaws.,誰にでも欠点はある。
defect,欠陥,The machine has a defect.,その機械には欠陥がある。
trait,特性,Honesty is a valuable trait.,正直さは価値ある特性だ。
analogy,類似点，類推，例え,He explained it using an analogy.,彼は類推を使って説明した。
parallel,類似(物),There are parallels between the two stories.,2つの話には類似点がある。
parallel,(to ～)(～と)平行の，類似した,The road is parallel to the river.,その道は川と平行だ。
indispensable,不可欠な,Water is indispensable to life.,水は生命に不可欠だ。
crucial,(極めて)重大な,This is a crucial decision.,これは重大な決定だ。
grave,重大な,The situation is grave.,状況は深刻だ。
grave,墓(穴),They visited his grave.,彼らは彼の墓を訪れた。
primary,主な，第,The primary reason is cost.,主な理由は費用だ。
primary,初期の，原始の,Primary forms of life appeared long ago.,原始的な生命形態は昔現れた。
vital,不可欠な，きわめて重要な,Sleep is vital for health.,睡眠は健康に不可欠だ。
integral,不可欠な,Trust is an integral part of teamwork.,信頼はチームワークに不可欠だ。
integral,完全な,The machine is an integral system.,その機械は完全なシステムだ。
profound,深い,The book had a profound effect on me.,その本は私に深い影響を与えた。
grim,(状況などが)厳しい,The future looked grim.,未来は厳しいように見えた。
fierce,(競争，嵐などが)激しい,They faced fierce competition.,彼らは激しい競争に直面した。
fierce,どう猛な,The animal is fierce.,その動物はどう猛だ。
harsh,厳しい,The winter was harsh.,冬は厳しかった。
acute,深刻な,The problem is becoming acute.,問題は深刻になっている。
acute,(知能，知覚などが)鋭い,Her acute observation helped solve the problem.,彼女の鋭い観察力が問題解決に役立った。
acute,急性の,He was treated for acute pain.,彼は急性の痛みの治療を受けた。
ambiguous,曖昧な,The meaning of the sentence is ambiguous.,その文の意味は曖昧だ。
misleading,誤解を招く，紛らわしい,The advertisement was misleading.,その広告は誤解を招くものだった。
obscure,ぼやけた，わかりにくい,The meaning of the poem is obscure.,その詩の意味はわかりにくい。
obscure,無名の,He was an obscure writer.,彼は無名の作家だった。
mature,成熟した，熟成した,She is mature for her age.,彼女は年齢の割に成熟している。
mature,成熟する，熟成する,The wine will mature with time.,そのワインは時間とともに熟成する。
neat,きちんとした,His room is always neat.,彼の部屋はいつもきちんとしている。
decent,まともな，きちんとした,He found a decent job.,彼はまともな仕事を見つけた。
straightforward,(方法などが)わかりやすい,This is a straightforward solution.,これはわかりやすい解決策だ。
straightforward,(人や行動が)率直な,She is straightforward with everyone.,彼女は誰に対しても率直だ。
sophisticated,(機械，システムが)高度な,The device uses sophisticated technology.,その装置は高度な技術を使っている。
sophisticated,洗練された，教養のある,He has sophisticated tastes.,彼は洗練された趣味を持っている。
elaborate,手の込んだ，凝った,She made an elaborate plan.,彼女は手の込んだ計画を作った。
elaborate,～を苦労して作り上げる,They elaborated a new system.,彼らは新しい制度を作り上げた。
elaborate,(on ～)(～を)詳しく話す,He elaborated on his idea.,彼は自分の考えを詳しく話した。
prompt,迅速な,The company gave a prompt response.,その会社は迅速な対応をした。
prompt,～に促す,The message prompted him to act.,そのメッセージは彼に行動を促した。
swift,素早い,The bird made a swift movement.,その鳥は素早い動きをした。
mighty,強力な,The king had a mighty army.,王は強力な軍隊を持っていた。
explicit,(発言や文章などが)明確な,The instructions were explicit.,指示は明確だった。
authentic,本物の,This is an authentic painting.,これは本物の絵画だ。
wit,機知，機知に富んだ人,His wit made everyone laugh.,彼の機知が皆を笑わせた。
thrive,(会社などが)好調である，繁栄する,The company continues to thrive.,その会社は繁栄し続けている。
thrive,(動物などが)健康に育つ,Plants thrive in this environment.,植物はこの環境でよく育つ。
dim,薄暗い,The room was dim.,部屋は薄暗かった。
dim,(記憶などが)ぼんやりした,I have a dim memory of that event.,私はその出来事をぼんやり覚えている。
dim,～を暗くする,The clouds dimmed the sunlight.,雲が日光を暗くした。
gloomy,薄暗い,The sky looked gloomy.,空は薄暗く見えた。
gloomy,陰気な，悲観的な,He has a gloomy outlook.,彼は悲観的な見方をしている。
barren,不毛な,The land was barren.,その土地は不毛だった。
idle,(仕事がなく)何もしていない,The workers were idle.,労働者たちは何もしていなかった。
idle,怠惰な,He is too idle to succeed.,彼は怠惰すぎて成功できない。
idle,(away)(～を)何もしないでいる,She idled away the afternoon.,彼女は午後を何もしないで過ごした。
adverse,(何かを行うのに)不都合な，悪い,The weather had an adverse effect.,天候は悪影響を与えた。
tiresome,退屈な，うんざりする,It was a tiresome task.,それは退屈な仕事だった。
clumsy,無器用な,He is clumsy with his hands.,彼は手先が不器用だ。
foul,(味，臭いなどが)不快な,There was a foul smell.,不快な臭いがした。
foul,(スポーツなどの)違反，ファウル,The player committed a foul.,その選手はファウルをした。
shabby,みすぼらしい，おんぼろの,He wore a shabby coat.,彼はみすぼらしいコートを着ていた。
outrageous,常軌を逸した，奇想天外な,The price is outrageous.,その価格は法外だ。
absurd,ばかげた,The idea sounds absurd.,その考えはばかげて聞こえる。
fragile,壊れやすい，もろい,This glass is fragile.,このガラスは壊れやすい。
vulnerable,傷つきやすい，弱い,Children are vulnerable.,子供は傷つきやすい。
vulnerable,(非難，攻撃を)受けやすい，(病気に)かかりやすい,The system is vulnerable to attacks.,そのシステムは攻撃を受けやすい。
static,静的な，(経済などで)変化のない，活気のない,The economy remained static.,経済は停滞したままだった。
innate,(才能などが)先天的な，生まれつきの,She has innate musical talent.,彼女には生まれつき音楽の才能がある。
exotic,(動物が)外来の,They keep exotic animals.,彼らは外来動物を飼っている。
exotic,異国情緒のある,The restaurant has an exotic atmosphere.,そのレストランは異国情緒のある雰囲気だ。
tame,飼い慣らされた，従順な,The animal is tame.,その動物は飼い慣らされている。
tame,～を飼い慣らす,Humans tamed horses long ago.,人間は昔馬を飼い慣らした。
manifest,明らかな,His talent is manifest.,彼の才能は明らかだ。
manifest,(姿勢，感情など)を明らかにする,She manifested her anger.,彼女は怒りを表した。
dense,密集した，(霧などが)濃い,The forest is dense.,その森は密集している。
transparent,透明な,The water is transparent.,水は透明だ。
consistent,(with ～)矛盾のない，一致している,His actions are consistent with his words.,彼の行動は言葉と一致している。
consistent,安定した，不変の,She has shown consistent progress.,彼女は安定した進歩を示した。
coherent,一貫している,His explanation was coherent.,彼の説明は一貫していた。
universal,普遍的な,Love is a universal human feeling.,愛は普遍的な人間の感情だ。
underlying,根底にある,We need to understand the underlying cause.,根底にある原因を理解する必要がある。
spontaneous,自然発生的な,The applause was spontaneous.,拍手は自然発生的なものだった。
mock,模擬の，見せかけの,They held a mock exam.,彼らは模擬試験を行った。
mock,(からかって)～をまねる,He mocked my accent.,彼は私の訛をまねした。
mock,～をあざける,They mocked his opinion.,彼らは彼の意見をあざけった。
collective,集団の、共同の,They made a collective decision.,彼らは共同の決定をした。
vertical,垂直の，縦の,The line is vertical.,その線は垂直だ。
ongoing,進行中の，継続中の,The investigation is ongoing.,調査は進行中だ。
tender,(肉などが)柔らかい,The meat is tender.,その肉は柔らかい。
tender,(愛情があり)優しい,She gave him a tender smile.,彼女は彼に優しい笑顔を向けた。
tender,(皮膚などが)弱い,The skin is tender after the injury.,けがの後で皮膚は敏感だ。
upright,直立して,The tree stood upright.,木は直立していた。
upright,直立した,He keeps an upright posture.,彼は直立した姿勢を保つ。
ease,簡単さ,The task was completed with ease.,その仕事は簡単に完了した。
ease,(痛み，心配など)を和らげる，楽にする,The medicine eased my pain.,薬は私の痛みを和らげた。
rust,さび〈不可算〉,The metal was covered with rust.,金属はさびで覆われていた。
rust,さびる,Iron rusts easily.,鉄は簡単にさびる。
stain,シミ，汚れ,There is a stain on the shirt.,シャツにシミがある。
stain,～にシミをつける，～を汚す,The ink stained the paper.,インクが紙を汚した。
rag,ぼろ切れ,He wiped the table with a rag.,彼はぼろ切れで机を拭いた。
texture,感触、手触り,I like the texture of this fabric.,私はこの布の手触りが好きだ。
preliminary,予備的な，事前の,We had a preliminary discussion.,私たちは事前の話し合いをした。
preliminary,予選の,He won the preliminary round.,彼は予選ラウンドで勝った。
preliminary,予選,She passed the preliminary.,彼女は予選に通った。
mandatory,義務的な,Wearing helmets is mandatory.,ヘルメット着用は義務だ。
indigenous,(動物，民族が)固有の,The island has indigenous species.,その島には固有種がいる。
respective,それぞれの,They returned to their respective homes.,彼らはそれぞれの家に戻った。
multiply,～を増やす,The company multiplied its profits.,その会社は利益を増やした。
multiply,(A by B)(A)に(B を)掛ける,Multiply five by three.,5に3を掛けなさい。
multiply,増える,The cells multiply quickly.,細胞は急速に増える。
soar,(価格，温度が)急上昇する,Prices soared last year.,価格は昨年急上昇した。
soar,(鳥が)舞い上がる,The eagle soared into the sky.,ワシは空へ舞い上がった。
diminish,減少する,His influence diminished over time.,彼の影響力は時間とともに減少した。
accumulate,～を蓄積する,He accumulated wealth.,彼は富を蓄積した。
accumulate,蓄積する,Dust accumulated on the shelf.,棚にほこりがたまった。
exceed,～を越える,The cost exceeded our budget.,費用は予算を超えた。
abundant,豊富な,The region has abundant resources.,その地域には豊富な資源がある。
ample,豊富な,We have ample time.,十分な時間がある。
gross,総計の,The gross income increased.,総収入は増加した。
gross,(食べ物，行動などが)ひどい,That behavior was gross.,その行動はひどかった。
infinite,無限の,The universe may be infinite.,宇宙は無限かもしれない。
sole,唯一の,This is the sole reason for his decision.,これが彼の決定の唯一の理由だ。
sole,足の裏，靴底,The sole of my shoe is worn out.,靴底がすり減っている。
heap,(積み重ねられたものの)山,There was a heap of books on the desk.,机の上に本の山があった。
heap,(a ― of ～)たくさんの～,She has a heap of work to do.,彼女にはやるべき仕事がたくさんある。
fraction,少量,Only a fraction of students passed the test.,学生のほんの一部だけが試験に合格した。
fraction,分数，端数,One third is a fraction.,3分の1は分数である。
simultaneous,同時の,The two events were simultaneous.,2つの出来事は同時だった。
medieval,中世の,I visited a medieval castle.,私は中世の城を訪れた。
dawn,夜明け,We woke up at dawn.,私たちは夜明けに起きた。
dawn,夜が明ける,The sun began to dawn.,太陽が昇り始めた。
dawn,(on ～)(～に)わかり始める,It dawned on me that I was wrong.,自分が間違っていたことに気づいた。
span,(継続した)期間,The bridge has a long span.,その橋は長い区間を持つ。
span,(集中力，注意力，機械の持続)期間,Children have a short attention span.,子供は集中力の期間が短い。
adolescent,思春期の若者,The program helps adolescents.,その計画は思春期の若者を支援する。
adolescent,思春期の,Adolescent behavior can be difficult to understand.,思春期の行動は理解が難しいことがある。
millennium,1000年間,The temple has existed for a millennium.,その寺は1000年間存在している。
expire,期限が切れる,My passport will expire soon.,私のパスポートはもうすぐ期限が切れる。
postpone,～を延期する,They postponed the meeting.,彼らは会議を延期した。
periodically,定期的に，周期的に，時折,The machine is checked periodically.,その機械は定期的に点検される。
array,(an ― of ～)さまざまな，多彩な,The store offers an array of products.,その店は多彩な商品を提供している。
realm,領域，領土,Science explores the realm of nature.,科学は自然の領域を探求する。
domain,領域,This topic is outside my domain.,この話題は私の領域外だ。
boundary,境界(線),The river forms a natural boundary.,その川は自然の境界線を作っている。
spectrum,(思想・活動などの)範囲,The issue covers a wide spectrum.,その問題は広い範囲を含む。
spectrum,(光の)スペクトル,A rainbow shows the spectrum of light.,虹は光のスペクトルを示す。
equip,～を装備させる，備え付ける,The room is equipped with computers.,その部屋にはコンピューターが備え付けられている。
equip,(人)に(知識や能力などを)身につけさせる,Education equips people with skills.,教育は人々に技能を身につけさせる。
